,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
19,0.316667,-0.003736,0.04267,-0.007967,0.99905,0.893649,0.135625,-0.170713,-0.001702,-0.107591,-0.003372,0.994188,-0.005055,-0.020754,0.097267,-0.001606,0.152547,0.001302,0.988294,0.5213,0.011385,-0.339602,,,,,,,,-0.044157,-0.175056,0.317233,0.931004,-0.042689,-0.032033,-0.24626,-0.007907,0.957633,-0.003994,0.287855,-0.532688,-0.015749,-0.151014,0.044346,-0.003709,0.003445,0.999003,-0.118439,1.542779,-0.322232,-0.032057,0.017983,0.015698,0.999201,-0.074155,1.169709,-0.609064,-0.044577,0.125154,-0.029188,0.990705,-0.282437,0.76333,-0.423039,-0.042463,0.021236,0.052198,0.997508,0.179664,0.843247,-0.368859,0.016757,-0.458985,0.048311,0.886971,-0.19146,0.099849,-0.521849,-0.020678,0.051088,0.020539,0.998269,0.163592,0.098635,-0.548192
20,0.333333,-0.003358,0.042103,-0.007856,0.999077,0.893665,0.135627,-0.170734,-0.001698,-0.107621,-0.003411,0.994185,-0.005058,-0.020755,0.097267,-0.001601,0.152576,0.001322,0.98829,0.521315,0.011396,-0.339593,,,,,,,,-0.044089,-0.175031,0.317362,0.930968,-0.042596,-0.032083,-0.246257,-0.007856,0.957645,-0.004269,0.287811,-0.532683,-0.015747,-0.151014,0.047907,-0.002408,0.002903,0.998845,-0.118614,1.542647,-0.320263,-0.030211,0.020325,0.016035,0.999208,-0.075233,1.170169,-0.608652,-0.047103,0.130927,-0.033057,0.98972,-0.285386,0.763513,-0.419048,-0.046859,0.021444,0.059506,0.996897,0.178468,0.842471,-0.370247,0.020855,-0.460029,0.046935,0.886418,-0.19146,0.100295,-0.521955,-0.021969,0.051339,0.022301,0.998191,0.163514,0.098575,-0.54828
21,0.35,-0.003757,0.043856,-0.007039,0.999006,0.893767,0.135561,-0.170699,-0.001708,-0.107608,-0.0034,0.994186,-0.005055,-0.020757,0.097275,-0.001689,0.152575,0.001207,0.98829,0.521299,0.011375,-0.339603,,,,,,,,-0.044168,-0.175154,0.31704,0.931051,-0.042584,-0.032105,-0.246201,-0.008048,0.957587,-0.003775,0.288008,-0.53269,-0.01575,-0.151011,0.047967,-0.001618,0.003295,0.998842,-0.118842,1.542214,-0.318442,-0.025753,0.022761,0.016616,0.999271,-0.07625,1.170666,-0.608253,-0.049203,0.136303,-0.038317,0.988702,-0.288457,0.763599,-0.414677,-0.0277,0.051425,0.040491,0.997471,0.175929,0.841597,-0.372957,0.020183,-0.459219,0.046996,0.88685,-0.191762,0.100397,-0.522024,-0.022425,0.050679,0.02215,0.998218,0.16332,0.098562,-0.548445
22,0.366667,-0.00343,0.042119,-0.007929,0.999075,0.893659,0.135626,-0.170738,-0.001691,-0.107609,-0.003407,0.994186,-0.005056,-0.020754,0.097264,-0.001536,0.152501,0.001308,0.988301,0.521294,0.011382,-0.339609,,,,,,,,-0.044181,-0.175045,0.317052,0.931067,-0.042564,-0.032103,-0.246321,-0.007829,0.957655,-0.004095,0.287783,-0.532688,-0.015746,-0.151014,0.048844,-0.001046,0.003422,0.9988,-0.119141,1.541701,-0.316583,-0.022946,0.024818,0.016604,0.999291,-0.077308,1.171141,-0.60783,-0.0513,0.14238,-0.043365,0.98753,-0.291599,0.763562,-0.409943,-0.033542,0.014318,0.053451,0.997904,0.174667,0.840897,-0.374392,0.019974,-0.458865,0.047933,0.886987,-0.191721,0.100371,-0.52209,-0.022437,0.051043,0.022251,0.998196,0.16337,0.098709,-0.548529
23,0.383333,-0.003775,0.042727,-0.008043,0.999047,0.893639,0.135632,-0.17069,-0.001702,-0.107622,-0.003397,0.994185,-0.005054,-0.020748,0.097271,-0.001669,0.152593,0.001329,0.988287,0.521321,0.01138,-0.339608,,,,,,,,-0.044196,-0.175169,0.316579,0.931204,-0.042585,-0.03209,-0.246172,-0.007961,0.957613,-0.003903,0.287923,-0.532686,-0.015751,-0.151014,0.048228,-0.000505,0.003988,0.998828,-0.119446,1.541164,-0.31448,-0.022211,0.027189,0.017216,0.999235,-0.078342,1.171624,-0.60738,-0.053204,0.148329,-0.048398,0.986319,-0.294786,0.763495,-0.404749,-0.033138,0.010873,0.051268,0.998076,0.172531,0.840304,-0.376348,0.020101,-0.458739,0.048581,0.887014,-0.191945,0.100336,-0.522117,-0.023163,0.051373,0.022657,0.998154,0.163281,0.098734,-0.548522
24,0.4,-0.004606,0.043787,-0.008185,0.998997,0.893625,0.135653,-0.170605,-0.001686,-0.107612,-0.00341,0.994186,-0.005049,-0.020754,0.097267,-0.001615,0.152612,0.001466,0.988284,0.521326,0.011397,-0.339601,,,,,,,,-0.044164,-0.175179,0.316379,0.931271,-0.042589,-0.032091,-0.246199,-0.007943,0.957605,-0.004022,0.287946,-0.532684,-0.015745,-0.151011,0.048527,-0.000337,0.004462,0.998812,-0.119785,1.540553,-0.31228,-0.018765,0.029872,0.017773,0.99922,-0.079415,1.172188,-0.606911,-0.05506,0.153843,-0.054921,0.98503,-0.297993,0.763412,-0.399119,-0.032557,0.008615,0.050211,0.998171,0.170134,0.839688,-0.378304,0.021589,-0.459812,0.04803,0.886454,-0.192062,0.10017,-0.522081,-0.023455,0.051286,0.022761,0.998149,0.163173,0.098752,-0.548558
25,0.416667,-0.004235,0.043466,-0.00812,0.999013,0.893626,0.135639,-0.170643,-0.001687,-0.107613,-0.003423,0.994186,-0.005053,-0.020748,0.09727,-0.001648,0.152592,0.00112,0.988287,0.521305,0.011365,-0.339605,,,,,,,,-0.04413,-0.175228,0.316041,0.931378,-0.042583,-0.032077,-0.246217,-0.007814,0.957649,-0.003933,0.287806,-0.532686,-0.015744,-0.151014,0.04907,-0.000191,0.00518,0.998782,-0.119981,1.539906,-0.309843,-0.015327,0.032439,0.018207,0.99919,-0.080511,1.172792,-0.606346,-0.057008,0.159498,-0.06144,0.983634,-0.301168,0.763308,-0.393018,-0.030537,-0.004379,0.054297,0.998048,0.167519,0.839122,-0.380313,0.020626,-0.457997,0.049309,0.887345,-0.192049,0.100215,-0.522178,-0.023166,0.051433,0.023055,0.998141,0.163143,0.098752,-0.548594
26,0.433333,-0.003284,0.04196,-0.007669,0.999085,0.893665,0.135628,-0.170738,-0.001652,-0.107565,-0.003428,0.994191,-0.005052,-0.020747,0.097266,-0.001713,0.152583,0.001313,0.988288,0.521321,0.011384,-0.339594,,,,,,,,-0.043515,-0.175313,0.313474,0.932258,-0.04259,-0.032026,-0.246137,-0.007921,0.957629,-0.004083,0.287866,-0.532687,-0.01575,-0.151016,0.050155,0.000188,0.005148,0.998728,-0.120293,1.539087,-0.307213,-0.009808,0.035186,0.018586,0.99916,-0.081639,1.173569,-0.605761,-0.059065,0.163867,-0.067488,0.982397,-0.304226,0.763122,-0.386628,-0.027626,-0.00536,0.052277,0.998236,0.164623,0.838836,-0.382378,0.021362,-0.459617,0.050484,0.886424,-0.192122,0.100023,-0.522186,-0.023895,0.051544,0.024112,0.998094,0.163057,0.09876,-0.548592
27,0.45,-0.003198,0.041911,-0.007554,0.999088,0.893664,0.135623,-0.170741,-0.001657,-0.107624,-0.003427,0.994184,-0.00505,-0.020748,0.097266,-0.001721,0.152607,0.001142,0.988285,0.521296,0.011376,-0.339596,,,,,,,,-0.043552,-0.175463,0.312821,0.932448,-0.042627,-0.031986,-0.246027,-0.007937,0.957615,-0.00409,0.287913,-0.532683,-0.015751,-0.151017,0.045541,0.000571,0.006332,0.998942,-0.120532,1.537813,-0.304489,-0.006494,0.037685,0.0196,0.999076,-0.082771,1.174337,-0.605059,-0.060719,0.166476,-0.073486,0.981427,-0.307062,0.762804,-0.379957,-0.027984,-0.021491,0.055289,0.997847,0.161285,0.838738,-0.384333,0.020585,-0.45762,0.050597,0.887469,-0.192279,0.100085,-0.522224,-0.023551,0.05093,0.023844,0.99814,0.162938,0.098762,-0.548666
28,0.466667,-0.003294,0.042042,-0.007643,0.999081,0.893663,0.135618,-0.170746,-0.001652,-0.107581,-0.00341,0.994189,-0.005052,-0.020742,0.097263,-0.001695,0.152521,0.001183,0.988298,0.521314,0.011374,-0.339607,,,,,,,,-0.043539,-0.175439,0.313183,0.932331,-0.042625,-0.031987,-0.246017,-0.007932,0.957618,-0.003965,0.287906,-0.532683,-0.015751,-0.151016,0.051767,0.001232,0.005077,0.998646,-0.120857,1.537022,-0.301025,-0.00074,0.040924,0.020735,0.998947,-0.083919,1.175262,-0.60431,-0.062472,0.170557,-0.078806,0.980203,-0.309725,0.762312,-0.372992,-0.029185,-0.036075,0.057655,0.997258,0.157829,0.838934,-0.38598,0.020694,-0.459534,0.053008,0.886335,-0.192317,0.09982,-0.522226,-0.023718,0.052111,0.02351,0.998083,0.162941,0.098845,-0.548584
29,0.483333,-0.003344,0.042036,-0.007743,0.999081,0.893662,0.135623,-0.170738,-0.001658,-0.107568,-0.003476,0.99419,-0.005063,-0.020749,0.097251,-0.001531,0.152586,0.001327,0.988288,0.521309,0.011393,-0.339605,,,,,,,,-0.043472,-0.175344,0.313272,0.932322,-0.042601,-0.032009,-0.246116,-0.007932,0.957623,-0.003771,0.287891,-0.532683,-0.015749,-0.151011,0.052229,0.001396,0.006068,0.998616,-0.121083,1.535634,-0.297337,0.004992,0.044828,0.022365,0.998732,-0.085115,1.176203,-0.603469,-0.064154,0.172478,-0.084585,0.979276,-0.312071,0.761633,-0.365798,-0.030544,-0.045708,0.057604,0.996825,0.154118,0.839304,-0.387417,0.020736,-0.456592,0.05151,0.887942,-0.192493,0.099895,-0.522225,-0.02375,0.05253,0.023275,0.998066,0.162808,0.09887,-0.548551
30,0.5,-0.003968,0.043748,-0.007162,0.999009,0.893745,0.135578,-0.170665,-0.001677,-0.107589,-0.003445,0.994188,-0.005058,-0.020748,0.097259,-0.001591,0.15259,0.001324,0.988288,0.521306,0.011382,-0.339603,,,,,,,,-0.043351,-0.175211,0.312731,0.932535,-0.04255,-0.032017,-0.24602,-0.007992,0.957611,-0.004053,0.287926,-0.532687,-0.015751,-0.151016,0.053497,0.001722,0.00635,0.998546,-0.121498,1.533896,-0.293138,0.012559,0.048104,0.023765,0.998481,-0.086374,1.177272,-0.602547,-0.066,0.173864,-0.088216,0.978587,-0.314047,0.760669,-0.358456,-0.019535,-0.035857,0.043238,0.99823,0.150764,0.839781,-0.388545,0.020915,-0.455694,0.052021,0.888369,-0.192589,0.099809,-0.522237,-0.024142,0.052485,0.024202,0.998036,0.162826,0.098841,-0.548609
31,0.516667,-0.004728,0.043808,-0.008016,0.998997,0.893624,0.13565,-0.170608,-0.001699,-0.10762,-0.003365,0.994185,-0.005056,-0.020754,0.097276,-0.001762,0.152637,0.001141,0.98828,0.521304,0.011363,-0.339606,,,,,,,,-0.043488,-0.175549,0.312341,0.932595,-0.04265,-0.031963,-0.246036,-0.007952,0.957621,-0.003928,0.287895,-0.532682,-0.015746,-0.151009,0.052047,0.002292,0.008024,0.99861,-0.122056,1.531372,-0.288544,0.018248,0.051493,0.025216,0.998188,-0.08771,1.178356,-0.601543,-0.067945,0.174502,-0.092924,0.977905,-0.315756,0.759383,-0.350881,-0.004876,-0.04669,0.039871,0.998102,0.147007,0.83962,-0.390754,0.020496,-0.454861,0.052695,0.888766,-0.192693,0.09974,-0.522311,-0.023428,0.052931,0.025373,0.998001,0.16282,0.098796,-0.548674
32,0.533333,-0.003672,0.043764,-0.006918,0.999011,0.893766,0.135515,-0.170775,-0.001692,-0.107596,-0.003421,0.994187,-0.005056,-0.020753,0.097267,-0.001492,0.15257,0.001188,0.988291,0.521301,0.011385,-0.339593,,,,,,,,-0.043458,-0.175674,0.311508,0.932852,-0.042651,-0.031937,-0.246067,-0.007896,0.957623,-0.004112,0.287888,-0.53269,-0.015748,-0.151018,0.05594,0.003038,0.009151,0.998388,-0.122699,1.528561,-0.283162,0.026605,0.055398,0.027055,0.997743,-0.089098,1.179495,-0.60033,-0.069662,0.176864,-0.096042,0.977058,-0.317113,0.757635,-0.343216,-0.004374,-0.060093,0.041074,0.997338,0.143791,0.839788,-0.392416,0.021034,-0.454675,0.053201,0.888818,-0.192749,0.099539,-0.522344,-0.024778,0.052253,0.025652,0.997997,0.162853,0.098773,-0.548826
33,0.55,-0.002877,0.043211,-0.007027,0.999037,0.893769,0.135451,-0.170916,-0.001695,-0.107593,-0.003396,0.994188,-0.005051,-0.020754,0.097267,-0.001561,0.152512,0.001278,0.9883,0.521293,0.011371,-0.339603,,,,,,,,-0.043282,-0.175667,0.310934,0.933053,-0.042646,-0.031942,-0.246029,-0.007823,0.957649,-0.004155,0.287802,-0.532684,-0.015746,-0.151014,0.061905,0.003329,0.010678,0.998019,-0.123453,1.525018,-0.277006,0.036436,0.059397,0.028724,0.997156,-0.090553,1.180592,-0.598956,-0.071112,0.176973,-0.097974,0.976742,-0.317995,0.755316,-0.335635,-0.01532,-0.09876,0.059222,0.993229,0.140534,0.83966,-0.394627,0.015927,-0.455724,0.057643,0.88811,-0.192756,0.099066,-0.522645,-0.025118,0.052673,0.025426,0.997972,0.162809,0.098695,-0.548847
34,0.566667,-0.003421,0.043593,-0.005753,0.999027,0.893941,0.135224,-0.171168,-0.001677,-0.107606,-0.003428,0.994186,-0.005055,-0.02075,0.097265,-0.001663,0.152558,0.001233,0.988292,0.521305,0.011374,-0.339605,,,,,,,,-0.043241,-0.175626,0.310952,0.933057,-0.042638,-0.031932,-0.246045,-0.0079,0.957642,-0.004287,0.28782,-0.532686,-0.015742,-0.151009,0.070665,0.003602,0.012992,0.997409,-0.124366,1.520554,-0.270178,0.04627,0.063118,0.030798,0.996457,-0.091978,1.181714,-0.597453,-0.072181,0.173616,-0.099096,0.977153,-0.318561,0.752242,-0.328282,-0.011618,-0.104503,0.056886,0.992828,0.137912,0.8392,-0.397049,0.017935,-0.453769,0.057782,0.889063,-0.192736,0.099396,-0.522778,-0.025505,0.052997,0.025487,0.997944,0.162831,0.098654,-0.549028
35,0.583333,-0.006989,0.0469,-0.00786,0.998844,0.893722,0.136022,-0.170671,-0.001704,-0.107596,-0.003379,0.994188,-0.005055,-0.020757,0.097268,-0.001716,0.152584,0.001288,0.988288,0.521317,0.01138,-0.339594,,,,,,,,-0.04306,-0.175428,0.310592,0.933222,-0.042587,-0.031956,-0.24604,-0.007886,0.957661,-0.004239,0.28776,-0.532686,-0.015748,-0.151013,0.083724,0.00416,0.015274,0.996363,-0.125499,1.51522,-0.262471,0.057703,0.066944,0.033306,0.99553,-0.093415,1.182773,-0.595782,-0.072972,0.170336,-0.097927,0.977789,-0.318633,0.74843,-0.320997,-0.0071,-0.109457,0.056426,0.992363,0.136188,0.838561,-0.399488,0.017444,-0.452199,0.056507,0.889954,-0.192811,0.099346,-0.522767,-0.026136,0.053491,0.025259,0.997907,0.162801,0.09856,-0.549175
36,0.6,-0.007687,0.044597,-0.008158,0.998942,0.893526,0.135533,-0.170049,-0.001709,-0.107592,-0.003384,0.994188,-0.005056,-0.020751,0.097266,-0.001612,0.152478,0.00125,0.988305,0.521311,0.011382,-0.339599,,,,,,,,-0.043088,-0.175662,0.309994,0.933376,-0.042644,-0.031926,-0.246113,-0.007873,0.957636,-0.004073,0.287845,-0.532682,-0.015746,-0.151012,0.096752,0.004104,0.017664,0.995143,-0.126712,1.508348,-0.253962,0.067791,0.070689,0.036629,0.994518,-0.09478,1.183755,-0.593972,-0.074538,0.16901,-0.097343,0.977959,-0.317977,0.744037,-0.313514,-0.001729,-0.1031,0.052088,0.993305,0.135616,0.837789,-0.401974,0.016799,-0.450339,0.05585,0.890951,-0.192729,0.099426,-0.522854,-0.028074,0.054616,0.025554,0.997786,0.162778,0.098449,-0.549261
37,0.616667,-0.007771,0.044027,-0.008853,0.998961,0.893553,0.13553,-0.170051,-0.001693,-0.107614,-0.00342,0.994186,-0.005057,-0.020751,0.097266,-0.001592,0.15259,0.001314,0.988288,0.521302,0.011395,-0.339597,,,,,,,,-0.042799,-0.175556,0.309981,0.933413,-0.042575,-0.031947,-0.246089,-0.007924,0.957625,-0.004019,0.287882,-0.532686,-0.01575,-0.151013,0.114739,0.00217,0.021069,0.99317,-0.128139,1.499888,-0.244518,0.080034,0.074244,0.040676,0.993191,-0.096214,1.184606,-0.591961,-0.075569,0.170132,-0.097767,0.977643,-0.316748,0.738858,-0.306076,0.004256,-0.09709,0.047776,0.994119,0.135573,0.836729,-0.404567,0.016531,-0.449108,0.05612,0.89156,-0.192739,0.099396,-0.522845,-0.027317,0.055822,0.02585,0.997732,0.162817,0.098325,-0.549488
38,0.633333,-0.007697,0.044562,-0.00813,0.998944,0.893523,0.135526,-0.170053,-0.001695,-0.107575,-0.003406,0.99419,-0.005056,-0.020757,0.097262,-0.001597,0.152549,0.001303,0.988294,0.52132,0.011399,-0.339596,,,,,,,,-0.042988,-0.175466,0.310169,0.933359,-0.042589,-0.031953,-0.24615,-0.007952,0.957597,-0.003815,0.287976,-0.532681,-0.015748,-0.151014,0.137152,0.001235,0.023937,0.99026,-0.129856,1.490012,-0.234019,0.09408,0.078319,0.045338,0.991443,-0.097829,1.18522,-0.589878,-0.076145,0.171613,-0.097463,0.97737,-0.315181,0.732747,-0.299045,0.02481,-0.063128,0.026152,0.997354,0.136325,0.835491,-0.40699,0.01639,-0.448901,0.058353,0.891524,-0.192628,0.099199,-0.522845,-0.027173,0.057407,0.023547,0.997703,0.16292,0.098207,-0.549626
39,0.65,-0.007754,0.044544,-0.008258,0.998943,0.89351,0.13553,-0.170046,-0.001668,-0.107607,-0.003434,0.994186,-0.00506,-0.020749,0.097262,-0.001511,0.152555,0.001376,0.988293,0.521298,0.011393,-0.339608,,,,,,,,-0.042992,-0.175464,0.310531,0.933239,-0.042614,-0.031957,-0.246106,-0.007905,0.957604,-0.003827,0.287953,-0.532683,-0.015751,-0.151013,0.159344,-0.000177,0.026193,0.986876,-0.131811,1.478419,-0.222742,0.108359,0.082557,0.049495,0.989441,-0.099864,1.185812,-0.587672,-0.076417,0.173154,-0.096184,0.977203,-0.313192,0.725605,-0.292511,0.019274,-0.078708,0.036282,0.996051,0.136001,0.833493,-0.410458,0.014854,-0.447597,0.059024,0.892162,-0.192879,0.098778,-0.522671,-0.02901,0.055974,0.020576,0.997799,0.162839,0.098241,-0.549762
40,0.666667,-0.007792,0.044091,-0.008635,0.99896,0.893533,0.135537,-0.170032,-0.0017,-0.107605,-0.003394,0.994187,-0.005049,-0.020753,0.09727,-0.001591,0.152597,0.001354,0.988286,0.52131,0.011394,-0.339602,,,,,,,,-0.043092,-0.175516,0.310503,0.933234,-0.042625,-0.031934,-0.2461,-0.007865,0.95765,-0.004266,0.287797,-0.532684,-0.015749,-0.151008,0.182359,-0.001694,0.028996,0.982803,-0.13397,1.465188,-0.210704,0.125182,0.086781,0.053333,0.986891,-0.102364,1.186445,-0.585296,-0.076452,0.175595,-0.09488,0.976893,-0.3108,0.717386,-0.286425,0.041906,-0.041036,0.012328,0.998202,0.136356,0.831383,-0.413428,0.016926,-0.447005,0.058724,0.892442,-0.192689,0.098881,-0.522505,-0.028608,0.060921,0.018765,0.997556,0.163214,0.098272,-0.549813
41,0.683333,-0.007707,0.044655,-0.008182,0.998939,0.893513,0.135532,-0.170048,-0.001705,-0.1076,-0.003348,0.994187,-0.005054,-0.020754,0.09727,-0.001724,0.152626,0.001154,0.988282,0.521313,0.011369,-0.339602,,,,,,,,-0.04304,-0.17554,0.310085,0.93337,-0.042617,-0.031963,-0.24605,-0.007911,0.957601,-0.003828,0.287963,-0.532688,-0.015753,-0.151016,0.207306,-0.00269,0.030724,0.97779,-0.136311,1.450073,-0.197776,0.142083,0.091199,0.058683,0.983896,-0.105058,1.186967,-0.582623,-0.075809,0.179193,-0.093325,0.976439,-0.308014,0.708188,-0.280686,0.037764,-0.040668,0.009101,0.998417,0.135544,0.829325,-0.41633,0.017473,-0.445521,0.058769,0.89317,-0.1925,0.098876,-0.522364,-0.029807,0.0638,0.019627,0.997324,0.163607,0.098172,-0.549994
42,0.7,-0.00778,0.044054,-0.008576,0.998962,0.893546,0.135528,-0.17005,-0.001709,-0.107575,-0.003397,0.99419,-0.005059,-0.020755,0.097261,-0.001571,0.152572,0.001318,0.98829,0.521313,0.011383,-0.339597,,,,,,,,-0.043009,-0.175395,0.310549,0.933245,-0.042584,-0.031964,-0.246087,-0.00779,0.95765,-0.004096,0.287801,-0.532679,-0.015752,-0.151013,0.237605,-0.004206,0.033785,0.970765,-0.138677,1.432881,-0.184264,0.160614,0.095634,0.063974,0.980288,-0.107925,1.187125,-0.57958,-0.075267,0.184002,-0.092078,0.975705,-0.30492,0.698055,-0.275201,0.060444,-0.041028,0.003363,0.997322,0.133607,0.826354,-0.420782,0.018492,-0.443199,0.055753,0.894497,-0.192516,0.09885,-0.522008,-0.02914,0.06708,0.017961,0.99716,0.163949,0.098107,-0.550074
43,0.716667,-0.007793,0.044066,-0.008527,0.998962,0.893551,0.135534,-0.170028,-0.00171,-0.107584,-0.003351,0.994189,-0.005056,-0.020756,0.097266,-0.001615,0.152557,0.001388,0.988292,0.52131,0.011392,-0.339604,,,,,,,,-0.043288,-0.175267,0.31258,0.932578,-0.042579,-0.03201,-0.246102,-0.007868,0.957613,-0.003866,0.287926,-0.532685,-0.015746,-0.151013,0.261808,-0.006734,0.03628,0.964414,-0.141316,1.413866,-0.170869,0.181164,0.100573,0.069736,0.975808,-0.110973,1.186832,-0.576211,-0.074612,0.1873,-0.090302,0.975294,-0.3018,0.686823,-0.270117,0.062571,-0.049289,0.0017,0.996821,0.129133,0.823249,-0.425754,0.020037,-0.442411,0.054588,0.894925,-0.192415,0.098654,-0.521585,-0.030167,0.071706,0.014835,0.996859,0.164271,0.098328,-0.55002
44,0.733333,-0.007755,0.044211,-0.008892,0.998953,0.893536,0.135534,-0.170045,-0.00171,-0.107583,-0.003368,0.994189,-0.005058,-0.020753,0.097267,-0.001647,0.152582,0.001242,0.988289,0.521313,0.011382,-0.339601,,,,,,,,-0.043375,-0.175236,0.312984,0.932444,-0.042564,-0.032017,-0.246047,-0.007879,0.957619,-0.004001,0.287902,-0.532677,-0.015741,-0.151012,0.291933,-0.008059,0.039536,0.955587,-0.143896,1.392446,-0.157198,0.203252,0.105329,0.075863,0.970484,-0.114036,1.185956,-0.572432,-0.072829,0.186341,-0.08748,0.975869,-0.298629,0.674323,-0.265605,0.074065,-0.061913,-0.004944,0.995317,0.127364,0.820526,-0.429126,0.023147,-0.441389,0.053066,0.895446,-0.192319,0.098349,-0.520911,-0.031218,0.075778,0.013152,0.996549,0.164772,0.098689,-0.549907
45,0.75,-0.007727,0.044254,-0.008559,0.998954,0.89353,0.135538,-0.170038,-0.001693,-0.107619,-0.003404,0.994185,-0.005058,-0.020752,0.097266,-0.00178,0.152593,0.001073,0.988287,0.521314,0.011357,-0.339612,,,,,,,,-0.044029,-0.175059,0.316908,0.93112,-0.042662,-0.032033,-0.246255,-0.007792,0.957651,-0.004169,0.287797,-0.532684,-0.015749,-0.151016,0.324184,-0.009165,0.042276,0.945005,-0.146474,1.36893,-0.143701,0.226451,0.110448,0.082431,0.964223,-0.11719,1.184555,-0.568232,-0.070588,0.184046,-0.083785,0.976793,-0.29541,0.660535,-0.261497,0.080002,-0.071664,-0.001089,0.994215,0.125038,0.817356,-0.433138,0.027964,-0.440668,0.051277,0.895768,-0.192238,0.097963,-0.519931,-0.033091,0.081334,0.009595,0.996091,0.165237,0.099323,-0.549722
46,0.766667,-0.00776,0.044199,-0.008652,0.998955,0.893538,0.135519,-0.170067,-0.001716,-0.107574,-0.003388,0.99419,-0.005056,-0.020756,0.097262,-0.001681,0.15256,0.001227,0.988292,0.521308,0.011383,-0.339603,,,,,,,,-0.043852,-0.175145,0.315204,0.931691,-0.042567,-0.032051,-0.246207,-0.007867,0.957645,-0.004071,0.287816,-0.532683,-0.015751,-0.15101,0.352133,-0.01006,0.043389,0.93489,-0.148918,1.34378,-0.130827,0.244949,0.113973,0.089297,0.958664,-0.12037,1.182451,-0.563521,-0.068001,0.181122,-0.078812,0.977936,-0.292128,0.645467,-0.25777,0.090461,-0.054625,-0.00404,0.994393,0.121719,0.813679,-0.437664,0.035532,-0.441038,0.052292,0.895259,-0.192199,0.097417,-0.518372,-0.038496,0.091632,0.001945,0.995047,0.165499,0.100409,-0.549232
47,0.783333,-0.007833,0.043863,-0.008632,0.99897,0.893561,0.135522,-0.170038,-0.001707,-0.107575,-0.003333,0.99419,-0.005046,-0.020746,0.097256,-0.001825,0.152723,0.001278,0.988267,0.521284,0.011354,-0.339597,,,,,,,,-0.043413,-0.175247,0.312937,0.932456,-0.042486,-0.032072,-0.246069,-0.007822,0.957666,-0.004122,0.287746,-0.532679,-0.01574,-0.151014,0.382031,-0.011466,0.04618,0.922924,-0.151503,1.316987,-0.11844,0.268808,0.11796,0.096334,0.951077,-0.123508,1.179361,-0.558332,-0.06558,0.178603,-0.074556,0.978898,-0.288789,0.629056,-0.254233,0.098302,-0.055572,-0.008249,0.99357,0.120039,0.810126,-0.441543,0.044377,-0.441134,0.049031,0.895002,-0.191871,0.096894,-0.51674,-0.044614,0.099075,0.000393,0.994079,0.165749,0.10143,-0.549447
48,0.8,-0.007746,0.044131,-0.008563,0.998959,0.893558,0.135525,-0.170048,-0.001671,-0.107712,-0.003417,0.994175,-0.005051,-0.020743,0.097325,-0.002586,0.153406,0.001893,0.988158,0.521131,0.011226,-0.339553,,,,,,,,-0.043517,-0.175404,0.31189,0.932773,-0.042492,-0.032049,-0.246207,-0.008012,0.957589,-0.00371,0.288002,-0.532683,-0.015745,-0.151011,0.408477,-0.012387,0.048345,0.911403,-0.154016,1.289036,-0.107014,0.292227,0.122038,0.102321,0.942996,-0.127179,1.174848,-0.552817,-0.064124,0.176275,-0.071645,0.979634,-0.285366,0.611533,-0.250554,0.106704,-0.047691,-0.016272,0.993013,0.118937,0.806639,-0.445434,0.0523,-0.440555,0.047525,0.89494,-0.192045,0.096237,-0.514966,-0.045643,0.108763,-0.004559,0.993009,0.165655,0.101847,-0.549548
